termino_eng_only,decision_11_3,estado_11_3,mef_v3_id,justificacion
Use Case,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Vague Requirement,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validated,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validation Error,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validation Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validation Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validation Layers,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Validator,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Value Objects,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Vendor Leakage,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Vendor Lock-in,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Versioning Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
VIOLATED,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Visibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Warm-Up,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
WARN,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Warning,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Why,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Wire Model,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Worker Pool,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Workflow,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Workflow Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Workflow State,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Write Skew,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
