termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
EI-1345,EI-1345,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2552,TABLA_COLUMNA_PRINCIPAL,"EI-1345 La primera implementación deberá priorizar separación Liveness/Startup/Readiness, Health Status explícito, Health Checks, Criticality, Policies, Deterministic Aggregation, Probe Limits, Freshness y Drain Integration antes de introducir Predictive Health, Distributed Aggregation o Automatic Root Cause Analysis.",CANDIDATO_BRUTO_NO_CANONIZADO,ei-1345,1
Continuidad de Invariantes,Continuidad de Invariantes,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2556,ENCABEZADO,248. Continuidad de Invariantes,CANDIDATO_BRUTO_NO_CANONIZADO,continuidad de invariantes,72
Criterios de Conformidad,Criterios de Conformidad,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2568,ENCABEZADO,249. Criterios de Conformidad,CANDIDATO_BRUTO_NO_CANONIZADO,criterios de conformidad,95
HEALTHY,HEALTHY,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2576,CODIGO_INLINE,implemente HEALTHY ;,CANDIDATO_BRUTO_NO_CANONIZADO,healthy,6
DEGRADED,DEGRADED,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2577,CODIGO_INLINE,implemente DEGRADED ;,CANDIDATO_BRUTO_NO_CANONIZADO,degraded,18
UNHEALTHY,UNHEALTHY,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2578,CODIGO_INLINE,implemente UNHEALTHY ;,CANDIDATO_BRUTO_NO_CANONIZADO,unhealthy,3
UNKNOWN,UNKNOWN,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2579,CODIGO_INLINE,implemente UNKNOWN ;,CANDIDATO_BRUTO_NO_CANONIZADO,unknown,34
Riesgos,Riesgos,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2604,ENCABEZADO,250. Riesgos,CANDIDATO_BRUTO_NO_CANONIZADO,riesgos,93
Relación con ENG-025,Relación con ENG-025,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2647,ENCABEZADO,251. Relación con ENG-025,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-025,23
Relación con ENG-039,Relación con ENG-039,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2667,ENCABEZADO,252. Relación con ENG-039,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-039,17
Relación con ENG-054,Relación con ENG-054,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2675,ENCABEZADO,253. Relación con ENG-054,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-054,9
Relación con ENG-055,Relación con ENG-055,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2683,ENCABEZADO,254. Relación con ENG-055,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-055,10
Relación con ENG-067,Relación con ENG-067,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2696,ENCABEZADO,255. Relación con ENG-067,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-067,7
Relación con ENG-068,Relación con ENG-068,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2718,ENCABEZADO,256. Relación con ENG-068,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-068,4
Environment Health,Environment Health,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2720,DEFINICION_EXPLICITA,Environment Health representa salud del hosting context.,CANDIDATO_BRUTO_NO_CANONIZADO,environment health,3
Application Health,Application Health,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2722,DEFINICION_EXPLICITA,Application Health representa salud del workload.,CANDIDATO_BRUTO_NO_CANONIZADO,application health,2
Relación con ENG-070,Relación con ENG-070,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2728,ENCABEZADO,257. Relación con ENG-070,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-070,6
ENG-070 deberá formalizar Performance Engineering.,ENG-070 deberá formalizar Performance Engineering.,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2730,TERMINO_DESTACADO,ENG-070 deberá formalizar Performance Engineering.,CANDIDATO_BRUTO_NO_CANONIZADO,eng-070 deberá formalizar performance engineering.,1
Principio Rector,Principio Rector,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2816,ENCABEZADO,258. Principio Rector,CANDIDATO_BRUTO_NO_CANONIZADO,principio rector,102
ENG-069 — Health & Readiness Engineering,ENG-069 — Health & Readiness Engineering,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,2824,TERMINO_DESTACADO,ENG-069 — Health & Readiness Engineering formaliza el estado operacional de MEF.,CANDIDATO_BRUTO_NO_CANONIZADO,eng-069 — health & readiness engineering,1
ENG-069,ENG-069,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,3031,TERMINO_DESTACADO,"Con ENG-069 , la serie global alcanza",CANDIDATO_BRUTO_NO_CANONIZADO,eng-069,2
ENG-070,ENG-070,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,103,ENCABEZADO,ENG-070,CANDIDATO_BRUTO_NO_CANONIZADO,eng-070,3
Performance Engineering,Performance Engineering,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,105,ENCABEZADO,Performance Engineering,CANDIDATO_BRUTO_NO_CANONIZADO,performance engineering,5
Performance Engineering,Performance Engineering,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,115,TERMINO_DESTACADO,Definir el modelo de Performance Engineering de MEF (Modular Enterprise Framework) .,CANDIDATO_BRUTO_NO_CANONIZADO,performance engineering,5
MEF (Modular Enterprise Framework),MEF (Modular Enterprise Framework),ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,115,TERMINO_DESTACADO,Definir el modelo de Performance Engineering de MEF (Modular Enterprise Framework) .,CANDIDATO_BRUTO_NO_CANONIZADO,mef (modular enterprise framework),102
Declaración,Declaración,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,200,ENCABEZADO,2. Declaración,CANDIDATO_BRUTO_NO_CANONIZADO,declaración,107
Performance Engineering,Performance Engineering,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,242,ENCABEZADO,3. Performance Engineering,CANDIDATO_BRUTO_NO_CANONIZADO,performance engineering,5
Performance,Performance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,261,ENCABEZADO,4. Performance,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance,Performance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,263,DEFINICION_EXPLICITA,Performance representa el comportamiento temporal y de capacidad de un sistema bajo una Workload y condiciones definidas.,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance,Performance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,263,CODIGO_INLINE,Performance representa el comportamiento temporal y de capacidad de un sistema bajo una Workload y condiciones definidas.,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance ≠ Health,Performance ≠ Health,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,267,ENCABEZADO,5. Performance ≠ Health,CANDIDATO_BRUTO_NO_CANONIZADO,performance ≠ health,1
Performance ≠ Capacity,Performance ≠ Capacity,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,280,ENCABEZADO,6. Performance ≠ Capacity,CANDIDATO_BRUTO_NO_CANONIZADO,performance ≠ capacity,1
Performance ≠ Scalability,Performance ≠ Scalability,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,288,ENCABEZADO,7. Performance ≠ Scalability,CANDIDATO_BRUTO_NO_CANONIZADO,performance ≠ scalability,1
Performance ≠ Optimization,Performance ≠ Optimization,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,301,ENCABEZADO,8. Performance ≠ Optimization,CANDIDATO_BRUTO_NO_CANONIZADO,performance ≠ optimization,1
Optimization,Optimization,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,303,DEFINICION_EXPLICITA,Optimization es una actividad.,CANDIDATO_BRUTO_NO_CANONIZADO,optimization,1
Performance,Performance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,305,DEFINICION_EXPLICITA,Performance es una propiedad medible.,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance ≠ Benchmark,Performance ≠ Benchmark,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,309,ENCABEZADO,9. Performance ≠ Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,performance ≠ benchmark,1
Benchmark,Benchmark,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,311,DEFINICION_EXPLICITA,Benchmark es un método de medición.,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark,4
Performance Requirement,Performance Requirement,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,315,ENCABEZADO,10. Performance Requirement,CANDIDATO_BRUTO_NO_CANONIZADO,performance requirement,1
Vague Requirement,Vague Requirement,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,344,ENCABEZADO,11. Vague Requirement,CANDIDATO_BRUTO_NO_CANONIZADO,vague requirement,4
Performance Objective,Performance Objective,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,360,ENCABEZADO,12. Performance Objective,CANDIDATO_BRUTO_NO_CANONIZADO,performance objective,1
Performance Target,Performance Target,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,366,ENCABEZADO,13. Performance Target,CANDIDATO_BRUTO_NO_CANONIZADO,performance target,1
Performance Threshold,Performance Threshold,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,372,ENCABEZADO,14. Performance Threshold,CANDIDATO_BRUTO_NO_CANONIZADO,performance threshold,1
Límite cuya superación,Límite cuya superación,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,374,DEFINICION_EXPLICITA,Límite cuya superación representa Failure o Warning.,CANDIDATO_BRUTO_NO_CANONIZADO,límite cuya superación,1
Performance Budget,Performance Budget,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,378,ENCABEZADO,15. Performance Budget,CANDIDATO_BRUTO_NO_CANONIZADO,performance budget,4
Budget Composition,Budget Composition,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,397,ENCABEZADO,16. Budget Composition,CANDIDATO_BRUTO_NO_CANONIZADO,budget composition,1
Budget ≠ Guarantee,Budget ≠ Guarantee,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,403,ENCABEZADO,17. Budget ≠ Guarantee,CANDIDATO_BRUTO_NO_CANONIZADO,budget ≠ guarantee,1
Performance Scope,Performance Scope,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,411,ENCABEZADO,18. Performance Scope,CANDIDATO_BRUTO_NO_CANONIZADO,performance scope,1
Workload,Workload,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,432,ENCABEZADO,19. Workload,CANDIDATO_BRUTO_NO_CANONIZADO,workload,1
Workload Dimensions,Workload Dimensions,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,438,ENCABEZADO,20. Workload Dimensions,CANDIDATO_BRUTO_NO_CANONIZADO,workload dimensions,1
Representative Workload,Representative Workload,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,456,ENCABEZADO,21. Representative Workload,CANDIDATO_BRUTO_NO_CANONIZADO,representative workload,1
Synthetic Workload,Synthetic Workload,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,462,ENCABEZADO,22. Synthetic Workload,CANDIDATO_BRUTO_NO_CANONIZADO,synthetic workload,1
Production Workload Replay,Production Workload Replay,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,468,ENCABEZADO,23. Production Workload Replay,CANDIDATO_BRUTO_NO_CANONIZADO,production workload replay,1
Latency,Latency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,483,ENCABEZADO,24. Latency,CANDIDATO_BRUTO_NO_CANONIZADO,latency,3
Response Time,Response Time,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,489,ENCABEZADO,25. Response Time,CANDIDATO_BRUTO_NO_CANONIZADO,response time,1
Service Time,Service Time,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,495,ENCABEZADO,26. Service Time,CANDIDATO_BRUTO_NO_CANONIZADO,service time,1
Queue Time,Queue Time,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,501,ENCABEZADO,27. Queue Time,CANDIDATO_BRUTO_NO_CANONIZADO,queue time,1
Wait Time,Wait Time,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,507,ENCABEZADO,28. Wait Time,CANDIDATO_BRUTO_NO_CANONIZADO,wait time,1
Response Time Decomposition,Response Time Decomposition,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,522,ENCABEZADO,29. Response Time Decomposition,CANDIDATO_BRUTO_NO_CANONIZADO,response time decomposition,1
Latency Measurement Boundary,Latency Measurement Boundary,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,542,ENCABEZADO,30. Latency Measurement Boundary,CANDIDATO_BRUTO_NO_CANONIZADO,latency measurement boundary,1
Client Latency ≠ Server Latency,Client Latency ≠ Server Latency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,557,ENCABEZADO,31. Client Latency ≠ Server Latency,CANDIDATO_BRUTO_NO_CANONIZADO,client latency ≠ server latency,1
Average Latency,Average Latency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,563,ENCABEZADO,32. Average Latency,CANDIDATO_BRUTO_NO_CANONIZADO,average latency,1
Percentile,Percentile,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,571,ENCABEZADO,33. Percentile,CANDIDATO_BRUTO_NO_CANONIZADO,percentile,1
p50,p50,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,587,ENCABEZADO,34. p50,CANDIDATO_BRUTO_NO_CANONIZADO,p50,1
p95 / p99,p95 / p99,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,593,ENCABEZADO,35. p95 / p99,CANDIDATO_BRUTO_NO_CANONIZADO,p95 / p99,1
Tail Latency,Tail Latency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,599,ENCABEZADO,36. Tail Latency,CANDIDATO_BRUTO_NO_CANONIZADO,tail latency,4
Tail Importance,Tail Importance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,605,ENCABEZADO,37. Tail Importance,CANDIDATO_BRUTO_NO_CANONIZADO,tail importance,1
Coordinated Omission,Coordinated Omission,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,611,ENCABEZADO,38. Coordinated Omission,CANDIDATO_BRUTO_NO_CANONIZADO,coordinated omission,1
Histogram,Histogram,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,617,ENCABEZADO,39. Histogram,CANDIDATO_BRUTO_NO_CANONIZADO,histogram,2
Histogram Resolution,Histogram Resolution,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,623,ENCABEZADO,40. Histogram Resolution,CANDIDATO_BRUTO_NO_CANONIZADO,histogram resolution,1
Throughput,Throughput,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,629,ENCABEZADO,41. Throughput,CANDIDATO_BRUTO_NO_CANONIZADO,throughput,3
Throughput Measurement,Throughput Measurement,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,645,ENCABEZADO,42. Throughput Measurement,CANDIDATO_BRUTO_NO_CANONIZADO,throughput measurement,1
High Throughput ≠ Good Performance,High Throughput ≠ Good Performance,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,658,ENCABEZADO,43. High Throughput ≠ Good Performance,CANDIDATO_BRUTO_NO_CANONIZADO,high throughput ≠ good performance,1
Concurrency,Concurrency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,664,ENCABEZADO,44. Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency,14
Concurrency ≠ Parallelism,Concurrency ≠ Parallelism,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,670,ENCABEZADO,45. Concurrency ≠ Parallelism,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency ≠ parallelism,2
Concurrency Limit,Concurrency Limit,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,686,ENCABEZADO,46. Concurrency Limit,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency limit,3
Utilization,Utilization,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,692,ENCABEZADO,47. Utilization,CANDIDATO_BRUTO_NO_CANONIZADO,utilization,1
Saturation,Saturation,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,698,ENCABEZADO,48. Saturation,CANDIDATO_BRUTO_NO_CANONIZADO,saturation,5
Utilization ≠ Saturation,Utilization ≠ Saturation,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,704,ENCABEZADO,49. Utilization ≠ Saturation,CANDIDATO_BRUTO_NO_CANONIZADO,utilization ≠ saturation,2
Saturation Signals,Saturation Signals,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,710,ENCABEZADO,50. Saturation Signals,CANDIDATO_BRUTO_NO_CANONIZADO,saturation signals,1
Queue Growth,Queue Growth,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,726,ENCABEZADO,51. Queue Growth,CANDIDATO_BRUTO_NO_CANONIZADO,queue growth,2
Queueing Effect,Queueing Effect,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,732,ENCABEZADO,52. Queueing Effect,CANDIDATO_BRUTO_NO_CANONIZADO,queueing effect,1
Load,Load,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,738,ENCABEZADO,53. Load,CANDIDATO_BRUTO_NO_CANONIZADO,load,1
Offered Load,Offered Load,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,744,ENCABEZADO,54. Offered Load,CANDIDATO_BRUTO_NO_CANONIZADO,offered load,1
Accepted Load,Accepted Load,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,750,ENCABEZADO,55. Accepted Load,CANDIDATO_BRUTO_NO_CANONIZADO,accepted load,1
Completed Load,Completed Load,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,756,ENCABEZADO,56. Completed Load,CANDIDATO_BRUTO_NO_CANONIZADO,completed load,1
Load Shedding,Load Shedding,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,762,ENCABEZADO,57. Load Shedding,CANDIDATO_BRUTO_NO_CANONIZADO,load shedding,11
Backpressure,Backpressure,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,768,ENCABEZADO,58. Backpressure,CANDIDATO_BRUTO_NO_CANONIZADO,backpressure,15
Performance Baseline,Performance Baseline,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,774,ENCABEZADO,59. Performance Baseline,CANDIDATO_BRUTO_NO_CANONIZADO,performance baseline,4
Baseline Conditions,Baseline Conditions,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,780,ENCABEZADO,60. Baseline Conditions,CANDIDATO_BRUTO_NO_CANONIZADO,baseline conditions,3
Baseline Reproducibility,Baseline Reproducibility,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,797,ENCABEZADO,61. Baseline Reproducibility,CANDIDATO_BRUTO_NO_CANONIZADO,baseline reproducibility,1
Baseline Drift,Baseline Drift,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,803,ENCABEZADO,62. Baseline Drift,CANDIDATO_BRUTO_NO_CANONIZADO,baseline drift,1
Benchmark,Benchmark,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,809,ENCABEZADO,63. Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark,4
Microbenchmark,Microbenchmark,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,815,ENCABEZADO,64. Microbenchmark,CANDIDATO_BRUTO_NO_CANONIZADO,microbenchmark,2
Microbenchmark Use,Microbenchmark Use,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,831,ENCABEZADO,65. Microbenchmark Use,CANDIDATO_BRUTO_NO_CANONIZADO,microbenchmark use,1
Microbenchmark Limitation,Microbenchmark Limitation,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,837,ENCABEZADO,66. Microbenchmark Limitation,CANDIDATO_BRUTO_NO_CANONIZADO,microbenchmark limitation,1
Macrobenchmark,Macrobenchmark,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,843,ENCABEZADO,67. Macrobenchmark,CANDIDATO_BRUTO_NO_CANONIZADO,macrobenchmark,1
Benchmark Isolation,Benchmark Isolation,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,858,ENCABEZADO,68. Benchmark Isolation,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark isolation,1
Benchmark Warm-Up,Benchmark Warm-Up,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,864,ENCABEZADO,69. Benchmark Warm-Up,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark warm-up,1
Warm-Up Phase,Warm-Up Phase,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,880,ENCABEZADO,70. Warm-Up Phase,CANDIDATO_BRUTO_NO_CANONIZADO,warm-up phase,1
Steady State,Steady State,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,886,ENCABEZADO,71. Steady State,CANDIDATO_BRUTO_NO_CANONIZADO,steady state,1
Cooldown,Cooldown,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,892,ENCABEZADO,72. Cooldown,CANDIDATO_BRUTO_NO_CANONIZADO,cooldown,1
Benchmark Iterations,Benchmark Iterations,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,898,ENCABEZADO,73. Benchmark Iterations,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark iterations,1
Outliers,Outliers,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,904,ENCABEZADO,74. Outliers,CANDIDATO_BRUTO_NO_CANONIZADO,outliers,1
Benchmark Environment,Benchmark Environment,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,910,ENCABEZADO,75. Benchmark Environment,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark environment,2
Load Test,Load Test,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,916,ENCABEZADO,76. Load Test,CANDIDATO_BRUTO_NO_CANONIZADO,load test,6
Load Test Objective,Load Test Objective,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,922,ENCABEZADO,77. Load Test Objective,CANDIDATO_BRUTO_NO_CANONIZADO,load test objective,1
Stress Test,Stress Test,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,936,ENCABEZADO,78. Stress Test,CANDIDATO_BRUTO_NO_CANONIZADO,stress test,4
Stress Test Purpose,Stress Test Purpose,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,942,ENCABEZADO,79. Stress Test Purpose,CANDIDATO_BRUTO_NO_CANONIZADO,stress test purpose,1
Soak Test,Soak Test,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,955,ENCABEZADO,80. Soak Test,CANDIDATO_BRUTO_NO_CANONIZADO,soak test,6
Soak Test Purpose,Soak Test Purpose,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,961,ENCABEZADO,81. Soak Test Purpose,CANDIDATO_BRUTO_NO_CANONIZADO,soak test purpose,1
Spike Test,Spike Test,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,976,ENCABEZADO,82. Spike Test,CANDIDATO_BRUTO_NO_CANONIZADO,spike test,2
Spike Test Purpose,Spike Test Purpose,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,982,ENCABEZADO,83. Spike Test Purpose,CANDIDATO_BRUTO_NO_CANONIZADO,spike test purpose,1
Scalability Test,Scalability Test,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,996,ENCABEZADO,84. Scalability Test,CANDIDATO_BRUTO_NO_CANONIZADO,scalability test,3
Vertical Scaling,Vertical Scaling,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1002,ENCABEZADO,85. Vertical Scaling,CANDIDATO_BRUTO_NO_CANONIZADO,vertical scaling,2
Horizontal Scaling,Horizontal Scaling,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1008,ENCABEZADO,86. Horizontal Scaling,CANDIDATO_BRUTO_NO_CANONIZADO,horizontal scaling,2
Scaling Efficiency,Scaling Efficiency,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1014,ENCABEZADO,87. Scaling Efficiency,CANDIDATO_BRUTO_NO_CANONIZADO,scaling efficiency,3
Performance Regression,Performance Regression,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1028,ENCABEZADO,88. Performance Regression,CANDIDATO_BRUTO_NO_CANONIZADO,performance regression,2
Regression Dimensions,Regression Dimensions,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1034,ENCABEZADO,89. Regression Dimensions,CANDIDATO_BRUTO_NO_CANONIZADO,regression dimensions,1
Regression Threshold,Regression Threshold,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1051,ENCABEZADO,90. Regression Threshold,CANDIDATO_BRUTO_NO_CANONIZADO,regression threshold,2
Statistical Noise,Statistical Noise,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,1057,ENCABEZADO,91. Statistical Noise,CANDIDATO_BRUTO_NO_CANONIZADO,statistical noise,2
